% Filename : LM_Channel_0180_vp_prof.dat 
% 
% Description : Covariance of velocity components and pressure
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1024 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 512 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 3.50000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 6.37309e-02 
%  Re_tau              Re_tau =  182.088 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'p'    : Covariance of u and p 
%      v'p'    : Covariance of v and p 
%      w'p'    : Covariance of w and p 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_0180_vp_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'p'                     v'p'                     w'p'           
%----------------------------------------------------------------------------------------------------------------------------
    1.110223024625157e-16    2.021587241307348e-14   -6.476413199957319e-19    0.000000000000000e+00   -2.012390826783270e-20
    5.791461380333374e-05    1.054557883895367e-02    5.592224685044171e-04   -6.349321721758292e-07   -1.441595965662705e-06
    2.141030191135096e-04    3.898567424427084e-02    2.065253924049939e-03   -8.613788967420908e-06   -5.328268934819282e-06
    5.088966186284072e-04    9.266416643727822e-02    4.898340122377840e-03   -4.799215016393094e-05   -1.266135350260553e-05
    9.825876412230539e-04    1.789178025409327e-01    9.418877713829377e-03   -1.749732540830859e-04   -2.444517605183465e-05
    1.675417754204322e-03    3.050741230036028e-01    1.593778324058106e-02   -4.924497834067329e-04   -4.170747474683350e-05
    2.627566689856309e-03    4.784493906250172e-01    2.465899027969907e-02   -1.158595035080157e-03   -6.555042734124271e-05
    3.879140889489485e-03    7.063465227694476e-01    3.558890877811011e-02   -2.383123299547254e-03   -9.724922081522395e-05
    5.412247554401284e-03    9.855074485118559e-01    4.797506000154442e-02   -4.325084688514180e-03   -1.368792356028446e-04
    7.226453384460596e-03    1.315853268928577e+00    6.099721881650903e-02   -7.106662953953484e-03   -1.852192749022444e-04
    9.321245632810338e-03    1.697290618769450e+00    7.364693501628636e-02   -1.078310338403004e-02   -2.431939986491842e-04
    1.169603225078431e-02    2.129711692845490e+00    8.482314365419209e-02   -1.533700941146137e-02   -3.115481940060873e-04
    1.435014205523744e-02    2.612994276497792e+00    9.346742690701973e-02   -2.068656176774319e-02   -3.903109986916221e-04
    1.728282491824162e-02    3.147001780138933e+00    9.871905639162561e-02   -2.670336350154852e-02   -4.781507005204982e-04
    2.049325197909280e-02    3.731583277857002e+00    1.000678611458373e-01   -3.323343220397888e-02   -5.718062717472813e-04
    2.398051587857197e-02    4.366573550071815e+00    9.748090102927333e-02   -4.011485156087959e-02   -6.657673272839323e-04
    2.774363101539001e-02    5.051793130230531e+00    9.147521934676806e-02   -4.718763927299844e-02   -7.522817407204531e-04
