% Filename : LM_Channel_0180_mean_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_0180_mean_prof.dat 
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1024 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 512 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 3.50000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 6.37309e-02 
%  Re_tau              Re_tau =  182.088 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% **  W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    1.110223024625157e-16    2.021587241307348e-14    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    5.791461380333374e-05    1.054557883895367e-02    2.243022214745526e-05    2.690361124416050e-03    4.768781076210450e-06    1.117312037389849e-14
    2.141030191135096e-04    3.898567424427084e-02    8.291525693078207e-05    2.689942728505877e-03    1.762958429262639e-05    2.067763513252549e-12
    5.088966186284072e-04    9.266416643727822e-02    1.970506671812642e-04    2.689156412325918e-03    4.190338409686986e-05    6.486010070729489e-11
    9.825876412230539e-04    1.789178025409327e-01    3.803806045523996e-04    2.687891234031209e-03    8.090798834025488e-05    8.767209092121308e-10
    1.675417754204322e-03    3.050741230036028e-01    6.483670438245856e-04    2.685997900312334e-03    1.379569736637443e-04    7.116788794054844e-09
    2.627566689856309e-03    4.784493906250172e-01    1.016337897206718e-03    2.683199739246069e-03    2.163574873676339e-04    4.073732820513758e-08
    3.879140889489485e-03    7.063465227694476e-01    1.499371825497987e-03    2.678894542198507e-03    3.194038706527800e-04    1.800580929113566e-07
    5.412247554401284e-03    9.855074485118559e-01    2.089742990557799e-03    2.672069969644456e-03    4.455943255732981e-04    8.402658313359032e-07
    7.226453384460596e-03    1.315853268928577e+00    2.785669777339773e-03    2.660755413954965e-03    5.948190059249628e-04    2.414289584190228e-06
    9.321245632810338e-03    1.697290618769450e+00    3.583760453516039e-03    2.641730226250116e-03    7.668798970540268e-04    5.964387299831364e-06
    1.169603225078431e-02    2.129711692845490e+00    4.477793992208364e-03    2.427127109936275e-03    9.614537765282534e-04    1.303583040276311e-05
    1.435014205523744e-02    2.612994276497792e+00    5.457096268508358e-03    2.391084081772565e-03    1.178071796511444e-03    2.571891888999240e-05
    1.728282491824162e-02    3.147001780138933e+00    5.740401385844852e-03    2.336960536826241e-03    1.416133195741597e-03    4.659128933161981e-05
    2.049325197909280e-02    3.731583277857002e+00    6.728438448698041e-03    2.259536884396583e-03    1.674954837002253e-03    7.844028531143768e-05
    2.398051587857197e-02    4.366573550071815e+00    7.746040260472671e-03    2.154457528927417e-03    1.953827319649860e-03    1.241463192254685e-04
