% Filename : LM_Channel_0180_vp_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_0180_vp_prof.dat
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1024 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 512 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 3.50000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 6.37309e-02 
%  Re_tau              Re_tau =  182.088 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'p'    : Covariance of u and p 
%      v'p'    : Covariance of v and p 
%      w'p'    : Covariance of w and p 
% 
% *  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'p'                     v'p'                     w'p'           
%----------------------------------------------------------------------------------------------------------------------------
    1.110223024625157e-16    2.021587241307348e-14    6.208128852991479e-20    0.000000000000000e+00    2.607694776238150e-20
    5.791461380333374e-05    1.054557883895367e-02    6.480652313902576e-06    6.661983297034902e-09    3.720669536573514e-06
    2.141030191135096e-04    3.898567424427084e-02    2.395213076606068e-05    9.030726351715638e-08    1.375351808521197e-05
    5.088966186284072e-04    9.266416643727822e-02    5.690101088139722e-05    5.023937025128779e-07    3.268005670363195e-05
    9.825876412230539e-04    1.789178025409327e-01    1.097521275759466e-04    1.827260091626369e-06    6.304343549132905e-05
    1.675417754204322e-03    3.050741230036028e-01    1.867801285700897e-04    5.124823581322982e-06    1.072698986087097e-04
    2.627566689856309e-03    4.784493906250172e-01    2.919403775282109e-04    1.200079304187112e-05    1.675064842833285e-04
    3.879140889489485e-03    7.063465227694476e-01    4.286059490254246e-04    2.453719568413383e-05    2.453594725974104e-04
    5.412247554401284e-03    9.855074485118559e-01    5.930877313697745e-04    4.422134886005080e-05    3.381219566611508e-04
    7.226453384460596e-03    1.315853268928577e+00    7.829612663908552e-04    7.210226060005191e-05    4.435632523910937e-04
    9.321245632810338e-03    1.697290618769450e+00    9.951595674641486e-04    1.085250730643985e-04    5.589610505448347e-04
    1.169603225078431e-02    2.129711692845490e+00    1.225986599941181e-03    1.531222169013210e-04    6.813610489151460e-04
    1.435014205523744e-02    2.612994276497792e+00    1.471013738096848e-03    2.049105278220345e-04    8.078542077816317e-04
    1.728282491824162e-02    3.147001780138933e+00    1.724893302773818e-03    2.625736878826994e-04    9.357760931687394e-04
    2.049325197909280e-02    3.731583277857002e+00    1.981288494593029e-03    3.245916466590162e-04    1.062780634385227e-03
    2.398051587857197e-02    4.366573550071815e+00    2.233173242681093e-03    3.888953043770802e-04    1.186817395770656e-03
    2.774363101539001e-02    5.051793130230531e+00    2.473639315308075e-03    4.532212735374193e-04    1.306110862894850e-03
    3.178153382474769e-02    5.787048355530207e+00    2.697097052443625e-03    5.148685916177195e-04    1.419254278745855e-03
