% Filename : LM_Channel_5200_vp_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_5200_vp_prof.dat
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 8.00000e-06 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.14872e-02 
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'p'    : Covariance of u and p 
%      v'p'    : Covariance of v and p 
%      w'p'    : Covariance of w and p 
% 
% *  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'p'                     v'p'                     w'p'           
%----------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    6.492212566859237e-19    0.000000000000000e+00    2.261189408968956e-19
    1.371071353273301e-05    7.110235019829264e-02    4.874817729545290e-05    2.441872997350817e-07    1.146835622389674e-05
    4.169953934984871e-05    2.162495221624994e-01    1.478287408151155e-04    2.158290535690464e-06    3.489308783005941e-05
    8.453381948780869e-05    4.383836933411095e-01    2.974802781583455e-04    8.276297192555618e-06    7.079368906498545e-05
    1.427808370142447e-04    7.404467353763260e-01    4.952326984391871e-04    2.151298629896170e-05    1.197547359556855e-04
    2.170078137750941e-04    1.125380202420942e+00    7.349300362839091e-04    4.424057927555952e-05    1.824369024564270e-04
    3.077819081407362e-04    1.596125319450033e+00    1.007010804522550e-03    7.751552890101818e-05    2.595359009290848e-04
    4.156702127537937e-04    2.155622970581291e+00    1.300269362268174e-03    1.207538486081628e-04    3.516655598586783e-04
    5.275290387434239e-04    2.735711337193032e+00    1.572901651419667e-03    1.663989721971014e-04    4.474114946581819e-04
    6.433579417870483e-04    3.336388115074059e+00    1.826469250840601e-03    2.122461329856675e-04    5.462803948116003e-04
    7.631564617923692e-04    3.957650918233040e+00    2.063257478814818e-03    2.567777928453031e-04    6.476235895791966e-04
    8.869241228990354e-04    4.599497278907139e+00    2.285408633108521e-03    2.989233170459075e-04    7.506863906838067e-04
    1.014660433480419e-03    5.261924647571224e+00    2.494446728495649e-03    3.378840848330958e-04    8.546226189871439e-04
    1.146364886145945e-03    5.944930392949966e+00    2.691102339577835e-03    3.730381366871320e-04    9.584796642932795e-04
    1.282036957742871e-03    6.648511802027046e+00    2.875394754608468e-03    4.039133782707865e-04    1.061192794921058e-03
    1.421676109358172e-03    7.372666080054942e+00    3.046941885018941e-03    4.301992300512359e-04    1.161613307721146e-03
    1.565281786321093e-03    8.117390350568176e+00    3.205380711352407e-03    4.517667747885108e-04    1.258577865199955e-03
    1.712853418205151e-03    8.882681655393672e+00    3.350722310539512e-03    4.686808631178526e-04    1.351013337823437e-03
    1.864390418830353e-03    9.668536954662272e+00    3.483508861714621e-03    4.811983624077355e-04    1.438041372544184e-03
    2.019892186265637e-03    1.047495312682141e+01    3.604744724300598e-03    4.897530014797924e-04    1.519049003953889e-03
    2.179358102831097e-03    1.130192696864662e+01    3.715671860984720e-03    4.949275056249758e-04    1.593734453389400e-03
    2.342787535100643e-03    1.214945519525534e+01    3.817504889350369e-03    4.974056500105448e-04    1.662142330779778e-03
    2.510179833904336e-03    1.301753444011904e+01    3.911225632912642e-03    4.979008790904882e-04    1.724653666732609e-03
    2.681534334331159e-03    1.390616125507758e+01    3.997459604545504e-03    4.970813222004769e-04    1.781885037878490e-03
    2.856850355731466e-03    1.481533211035189e+01    4.076409025761497e-03    4.955216240463832e-04    1.834509525578865e-03
    3.036127201719752e-03    1.574504339455838e+01    4.147890481205983e-03    4.936920089027398e-04    1.883074476737405e-03
    3.219364160177429e-03    1.669529141472329e+01    4.211550476738239e-03    4.919642502156496e-04    1.927930548075445e-03
    3.406560503255829e-03    1.766607239629828e+01    4.267167640803157e-03    4.906071057066231e-04    1.969320062191021e-03
    3.597715487378639e-03    1.865738248317309e+01    4.314820331056620e-03    4.897789189013111e-04    2.007518687000627e-03
    3.792828353245237e-03    1.966921773769277e+01    4.354927174135112e-03    4.895563926185658e-04    2.042940333089896e-03
    3.991898325833909e-03    2.070157414067443e+01    4.388342575939654e-03    4.900032088093726e-04    2.076147209173177e-03
    4.194924614404183e-03    2.175444759141932e+01    4.416481714080597e-03    4.912345360778556e-04    2.107708949090866e-03
    4.401906412500711e-03    2.282783390773295e+01    4.441291108424695e-03    4.934421642681766e-04    2.138072570223996e-03
