% Filename : LM_Channel_2000_mean_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_2000_mean_prof.dat 
% 
% Total number of data points  : 384
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 4096 
%  Grid (wall-normal)      ny = 768 
%  Grid (spanwise)         nz = 3072 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 2.30000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.58794e-02 
%  Re_tau              Re_tau = 1994.756 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 7/21/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% **  W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    1.217311652923492e-06    2.428240184538776e-03    4.477032006090488e-06    2.332159684503498e-03    7.107881025028044e-07    1.808693349083826e-17
    6.086537518545931e-06    1.214115953933537e-02    2.238502823538672e-05    2.332148131720253e-03    3.553928003803562e-06    1.126594975216144e-14
    1.704221791976046e-05    3.399507290269083e-02    6.267739435004235e-05    2.332121046719989e-03    9.950939656000897e-06    6.872018305676339e-13
    3.651878945154508e-05    7.284608820098583e-02    1.343062743943424e-04    2.332068280022968e-03    2.132322731233823e-05    1.429478340559689e-11
    6.695054349292739e-05    1.335500236901577e-01    2.462210170669088e-04    2.331970159170518e-03    3.909186639976213e-05    1.581192604912120e-10
    1.107715847206148e-04    2.209623252004996e-01    4.073643437867089e-04    2.331782768722873e-03    6.467703964406180e-05    1.149637502755584e-09
    1.704157896263991e-04    3.399379833889890e-01    6.266619302205377e-04    2.331406816524454e-03    9.949676344804553e-05    6.181682128623783e-09
    2.470994533848581e-04    4.929032108135004e-01    9.085213470814701e-04    2.330643945783327e-03    1.442539899497185e-04    2.593117598553701e-08
    3.408212691252688e-04    6.798554005853233e-01    1.252783798993318e-03    2.329146624269144e-03    1.989340645595858e-04    8.807516771442567e-08
    4.515796396062921e-04    9.007913665971081e-01    1.659110871670913e-03    2.326370282973827e-03    2.635126362002161e-04    2.519782821611212e-07
    5.793726772437280e-04    1.155707343578231e+00    2.126842433231828e-03    2.321592867496300e-03    3.379538632247870e-04    6.271289820478383e-07
    7.241982041420458e-04    1.444598987157692e+00    2.654805818181960e-03    2.314062728767183e-03    4.222127825390647e-04    1.392061131617352e-06
    8.860537521320211e-04    1.767461373939184e+00    3.241109200930428e-03    2.303151718655456e-03    5.162470344306229e-04    2.809284729774411e-06
    1.064936562812813e-03    2.124289001585036e+00    3.882988100112097e-03    2.287853671903966e-03    6.200395726121197e-04    5.231864598113653e-06
    1.260843587598481e-03    2.515075788908999e+00    4.576795982615787e-03    2.290419616994711e-03    7.336133683866866e-04    8.961158126612120e-06
