0.00641077	-0.00921208	-6.56366E-10	0.00641067	3.29762E-11	0.00641072
0.0056799	-0.00263697	-1.38335E-09	0.00567973	1.80147E-10	0.00567981
0.00478747	-0.00217407	-1.9002E-09	0.00478732	2.94669E-10	0.00478739
0.00402472	-0.001814	-5.44062E-11	0.00402463	3.12991E-10	0.00402467
0.00334481	-0.00147163	-7.08035E-11	0.00334482	2.60749E-10	0.00334481
0.0027464	-0.00113742	-8.57173E-11	0.00274654	1.69789E-10	0.00274647
0.00225521	-0.000810168	-9.91421E-11	0.00225544	7.85665E-11	0.00225533
0.0019078	-0.000488638	-1.11235E-10	0.00190809	1.86977E-11	0.00190794
0.00173021	-0.0001645	-1.19548E-10	0.00173057	-1.2253E-13	0.00173039
0.0017302	0.000164499	-1.19556E-10	0.00173056	8.4174E-13	0.00173039
0.0019078	0.000488638	-1.11206E-10	0.00190809	-1.8219E-11	0.00190794
0.00225521	0.000810172	-9.90661E-11	0.00225544	-7.81245E-11	0.00225533
0.0027464	0.00113742	-8.56285E-11	0.00274654	-1.69113E-10	0.00274647
0.00334481	0.00147163	-7.06967E-11	0.00334482	-2.60021E-10	0.00334481
0.00402473	0.00181401	-5.42725E-11	0.00402464	-3.12212E-10	0.00402468
0.00478748	0.00217408	-1.90006E-09	0.00478732	-2.9391E-10	0.0047874
0.0056799	0.00263698	-1.38323E-09	0.00567974	-1.79686E-10	0.00567982
0.00641076	0.00921206	-6.5631E-10	0.00641066	-3.41924E-11	0.00641071
