% Filename : LM_Channel_0550_RSTE_ww_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_0550_RSTE_ww_prof.dat
% 
% Total number of data points  : 192
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1536 
%  Grid (wall-normal)      ny = 384 
%  Grid (spanwise)         nz = 1024 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 1.00000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.43496e-02 
%  Re_tau              Re_tau =  543.496 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: (u_i=w, u_j=w)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% ** Production should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% *** Analytic values of Pressure_Transport are zero everywhere. These are reported here only for completeness of data with other quantities. 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    3.324822864975373e-15    4.405711043060335e-04    4.861296847371140e-21    0.000000000000000e+00    4.405710749920122e-04    6.230616101711412e-04
    4.960055044689327e-06    2.695770315769523e-03    8.483925901862537e-18    4.171728442263959e-14    4.396113945809287e-04    3.214236926800166e-07    0.000000000000000e+00    4.399312357288404e-04    6.219306824144341e-04
    2.479993079318454e-05    1.347866438236128e-02    1.061410636206651e-15    5.205150761527613e-12    4.357938780155394e-04    1.601103658226506e-06    0.000000000000000e+00    4.373852782067110e-04    6.174340039556529e-04
    6.943835963846290e-05    3.773947405876450e-02    2.334526240357819e-14    1.135377924518332e-10    4.273235670530716e-04    4.445532051344455e-06    0.000000000000000e+00    4.317323952542556e-04    6.074685628295264e-04
    1.487923519430945e-04    8.086805528724719e-02    2.304671632533164e-13    1.104868525468771e-09    4.126460735633879e-04    9.385240099718736e-06    0.000000000000000e+00    4.219268460770090e-04    5.902432788272333e-04
    2.727765073938793e-04    1.482529538173228e-01    1.426773131132872e-12    6.693414031722228e-09    3.906089745407122e-04    1.681247114580024e-05    0.000000000000000e+00    4.071828068259882e-04    5.644961190276395e-04
    4.513023265247940e-04    2.452810310211923e-01    6.498145542585117e-12    2.958647080868012e-08    3.606362146865638e-04    2.691244817500722e-05    0.000000000000000e+00    3.870757431140801e-04    5.297267134975376e-04
    6.942775224545450e-04    3.773370898258246e-01    2.378597591918489e-11    1.041431818485836e-07    3.229030195869738e-04    3.960430901774095e-05    0.000000000000000e+00    3.616284267483566e-04    4.864257304352358e-04
    1.006645277842999e-03    5.471077304725138e-01    7.273614559725935e-11    3.032205423787866e-07    2.790939008235388e-04    5.429265883223817e-05    0.000000000000000e+00    3.318067702661478e-04    4.369632971052922e-04
    1.388383901632650e-03    7.545811639572240e-01    1.906317714732151e-10    7.486266781390471e-07    2.319404101348965e-04    7.003958712934232e-05    0.000000000000000e+00    2.992440106475478e-04    3.850317337170561e-04
    1.839466885598995e-03    9.997429831646912e-01    4.402139040359261e-10    1.609059028034391e-06    1.841398099352806e-04    8.596401790318198e-05    0.000000000000000e+00    2.655614851347227e-04    3.343991229581335e-04
    2.359862906192278e-03    1.282576163869408e+00    9.163209378164238e-10    3.075893754060671e-06    1.382036186627128e-04    1.013336684685599e-04    0.000000000000000e+00    2.323282440862006e-04    2.887120134323608e-04
    2.949535826711647e-03    1.603061065917264e+00    1.750348906591499e-09    5.319336944462155e-06    8.676430016692647e-05    1.156231218541653e-04    0.000000000000000e+00    2.010416376012480e-04    2.476747574718579e-04
    3.608444699815139e-03    1.961175434589719e+00    3.111404674750907e-09    8.437973565777413e-06    6.106101245940626e-05    1.285286467135724e-04    0.000000000000000e+00    1.730694222773486e-04    2.242148179839657e-04
