% Filename : LM_Channel_0550_RSTE_vv_prof.dat 
% 
% Description : Terms in Reynolds stress transport equation for v'v'
% 
% Total number of data points  : 192
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1536 
%  Grid (wall-normal)      ny = 384 
%  Grid (spanwise)         nz = 1024 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 1.00000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.43496e-02 
%  Re_tau              Re_tau =  543.496 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: (u_i=v, u_j=v)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_0550_RSTE_vv_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** Analytic values of Production are zero everywhere. These are reported here only for completeness of data with other quantities. 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    5.655540870853312e-18    7.172221389915156e-13    4.707926549679904e-19   -2.536922914484238e-14    6.505339738025826e-36    6.918590361801990e-13
    4.960055044689327e-06    2.695770315769523e-03    0.000000000000000e+00   -5.470909708841171e-18    1.220340164335439e-08   -1.099679891567326e-04    1.099639225198492e-04    8.136611714408438e-09    1.530400513581364e-13
    2.479993079318454e-05    1.347866438236128e-02    0.000000000000000e+00   -1.902769094994309e-15    3.034157848124208e-07   -5.475386097797913e-04    5.474376083741281e-04    2.024155831221311e-07   -1.205875711527701e-12
    6.943835963846290e-05    3.773947405876450e-02    0.000000000000000e+00   -3.243173120739010e-13    2.349724754700062e-06   -1.518717056318484e-03    1.517936819341806e-03    1.569506391813577e-06   -1.893810891370175e-11
    1.487923519430945e-04    8.086805528724719e-02    0.000000000000000e+00   -1.412417214970463e-11    1.055674021321804e-05   -3.200267085735489e-03    3.196777579832189e-03    7.067346147035359e-06   -1.259612890633884e-10
    2.727765073938793e-04    1.482529538173228e-01    0.000000000000000e+00   -2.764354297074366e-10    3.429497713502029e-05   -5.715264410229457e-03    5.704012329063650e-03    2.304305112552232e-05   -4.315917386423353e-10
    4.513023265247940e-04    2.452810310211923e-01    0.000000000000000e+00   -3.161101234411654e-09    8.939792712804847e-05   -9.105226510382638e-03    9.076229287081964e-03    6.039853604853201e-05   -9.933223917135540e-10
    6.942775224545450e-04    3.773370898258246e-01    0.000000000000000e+00   -2.442548653721768e-08    1.979701455827040e-04   -1.330432320074773e-02    1.324119649686761e-02    1.348210497250085e-04   -2.033508964813030e-09
    1.006645277842999e-03    5.471077304725138e-01    0.000000000000000e+00   -1.362347746688589e-07    3.821534833607560e-04   -1.805321428290442e-02    1.793433315690217e-02    2.631404905840700e-04   -4.368000233972817e-09
    1.388383901632650e-03    7.545811639572240e-01    0.000000000000000e+00   -5.745774571137388e-07    6.551293552410958e-04   -2.296223834368909e-02    2.276544973966409e-02    4.577753676073313e-04   -9.193848350111302e-09
    1.839466885598995e-03    9.997429831646912e-01    0.000000000000000e+00   -1.923532188353124e-06    1.017385579226751e-03   -2.765074669248273e-02    2.735982765296539e-02    7.245608610772297e-04   -1.785355617880437e-08
    2.359862906192278e-03    1.282576163869408e+00    0.000000000000000e+00   -5.310101078638743e-06    1.454752501696877e-03   -3.178592352318877e-02    3.139788758915998e-02    1.061438133678596e-03   -3.166708915122544e-08
    2.949535826711647e-03    1.603061065917264e+00    0.000000000000000e+00   -1.242123624229153e-05    1.939858657438251e-03   -3.511316438307562e-02    3.464475132782847e-02    1.459075661306544e-03   -5.129535774199730e-08
