% Filename : LM_Channel_0550_mean_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_0550_mean_prof.dat 
% 
% Total number of data points  : 192
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1536 
%  Grid (wall-normal)      ny = 384 
%  Grid (spanwise)         nz = 1024 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 1.00000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.43496e-02 
%  Re_tau              Re_tau =  543.496 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% **  W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    4.960055044689327e-06    2.695770315769523e-03    2.472021768083773e-06    1.159920752622755e-03    1.716446614629383e-06    2.840846114748564e-17
    2.479993079318454e-05    1.347866438236128e-02    1.235981491353074e-05    1.159897797987096e-03    8.582112832760510e-06    1.768704375589502e-14
    6.943835963846290e-05    3.773947405876450e-02    3.460599450530935e-05    1.159846359262437e-03    2.402939442662646e-05    1.077820039875175e-12
    1.487923519430945e-04    8.086805528724719e-02    7.415074201104638e-05    1.159755113079632e-03    5.148994506032673e-05    2.238188167126407e-11
    2.727765073938793e-04    1.482529538173228e-01    1.359299972037499e-04    1.159610738204773e-03    9.439393844650677e-05    2.469212826932563e-10
    4.513023265247940e-04    2.452810310211923e-01    2.248726994384341e-04    1.159391104372017e-03    1.561684110894281e-04    1.788574677591262e-09
    6.942775224545450e-04    3.773370898258246e-01    3.458951559993224e-04    1.159047725026375e-03    2.402337693030450e-04    9.569095725083351e-09
    1.006645277842999e-03    5.471077304725138e-01    5.014177442383012e-04    1.158478077628967e-03    3.482817322937066e-04    3.988685941584334e-08
    1.388383901632650e-03    7.545811639572240e-01    6.913390633722158e-04    1.157478222580266e-03    4.802686275229898e-04    1.344499829200363e-07
    1.839466885598995e-03    9.997429831646912e-01    9.154500535497387e-04    1.155673027240623e-03    6.361234395501528e-04    3.812995887389889e-07
    2.359862906192278e-03    1.282576163869408e+00    1.173329350983490e-03    1.152442018157799e-03    8.157386740616590e-04    9.397262591345409e-07
    2.949535826711647e-03    1.603061065917264e+00    1.464173525349734e-03    1.146849706539957e-03    1.018962182038871e-03    2.063698070807734e-06
    3.608444699815139e-03    1.961175434589719e+00    1.786551277527823e-03    1.137607128659882e-03    1.245593922628236e-03    4.117088770114551e-06
    4.336543770362744e-03    2.356894402148990e+00    2.138088989109074e-03    1.123101777000943e-03    1.495394115868680e-03    7.574950939965482e-06
    5.133782478594084e-03    2.790190489565113e+00    2.515126537730521e-03    1.101533508078702e-03    1.768109652309856e-03    1.300795034594923e-05
    6.000105463638716e-03    3.261033608423775e+00    2.912421786131510e-03    1.071174830105364e-03    2.063520815035180e-03    2.105084381632052e-05
