% Filename : LM_Channel_0550_vor_pres_fluc_stdev.dat 
% 
% Description : Estimated uncertainty due to finite statistical sample, expressed as the standard deviation, 
%               for the statistical data provided in the file: LM_Channel_0550_vor_pres_fluc_prof.dat
% 
% Total number of data points  : 192
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1536 
%  Grid (wall-normal)      ny = 384 
%  Grid (spanwise)         nz = 1024 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 1.00000e-04 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.43496e-02 
%  Re_tau              Re_tau =  543.496 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%    y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+     : Grid point in wall-normal direction 
%    omega_x'omega_x'    : Variance of omega_x 
%    omega_y'omega_y'    : Variance of omega_y 
%    omega_z'omega_z'    : Variance of omega_z 
%    omega_x'omega_y'    : Covariance of omega_x and omega_y 
%    omega_x'omega_z'    : Covariance of omega_x and omega_z 
%    omega_y'omega_z'    : Covariance of omega_y and omega_z 
%         p'p'           : Variance of pressure, p
% 
% *   Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% **  omega_x'omega_z' and omega_y'omega_z' should be zero due to (statistical) symmetries in the flow. 
%     These are reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+               omega_x'omega_x'         omega_y'omega_y'         omega_z'omega_z'         omega_x'omega_y'         omega_x'omega_z'         omega_y'omega_z'              p'p'           
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    2.339474083928723e-04    1.796184121054278e-71    4.447014465514088e-04    2.301075750098021e-39    5.020014996702070e-05    2.288702134151578e-39    1.792201559346323e-02
    4.960055044689327e-06    2.695770315769523e-03    2.336106098283840e-04    1.941211678634328e-11    4.446524617736259e-04    1.751652477612937e-08    5.018596753877502e-05    2.179226399210093e-09    1.792168163874123e-02
    2.479993079318454e-05    1.347866438236128e-02    2.322700665526426e-04    4.852900355867971e-10    4.444593722897487e-04    8.768759655807580e-08    5.012937800966604e-05    1.085418068377514e-08    1.792035269908646e-02
    6.943835963846290e-05    3.773947405876450e-02    2.292913221053526e-04    3.804547720791378e-09    4.440408792471003e-04    2.461625063241425e-07    5.000279351938812e-05    3.012494166625104e-08    1.791740273947753e-02
    1.487923519430945e-04    8.086805528724719e-02    2.241169220412830e-04    1.746947084467818e-08    4.433475102775948e-04    5.297270199091759e-07    4.977988957138684e-05    6.351983701278245e-08    1.791229530425917e-02
    2.727765073938793e-04    1.482529538173228e-01    2.163188495549860e-04    5.871810808390590e-08    4.423792603985964e-04    9.766462046906347e-07    4.943568671239811e-05    1.134314729589068e-07    1.790466470050746e-02
    4.513023265247940e-04    2.452810310211923e-01    2.056504385742781e-04    1.607597469754734e-07    4.411927395090920e-04    1.625619926204023e-06    4.894550262597069e-05    2.161159253292955e-07    1.789442309425278e-02
    6.942775224545450e-04    3.773370898258246e-01    1.920929040911599e-04    3.805827009854344e-07    4.398836527970164e-04    2.511413543073374e-06    4.828258628003726e-05    3.197850222051347e-07    1.788189349077206e-02
    1.006645277842999e-03    5.471077304725138e-01    1.761262563014367e-04    8.003991061507498e-07    4.385403385227234e-04    3.636777482406024e-06    4.742857617316751e-05    4.426357555058503e-07    1.786816684870375e-02
    1.388383901632650e-03    7.545811639572240e-01    1.585970953414457e-04    1.522878646517208e-06    4.370968235911771e-04    4.958368989913270e-06    4.637286950902458e-05    5.856464334367864e-07    1.785502830029626e-02
    1.839466885598995e-03    9.997429831646912e-01    1.403654989742580e-04    2.671840770715002e-06    4.351583968551483e-04    6.391490839704660e-06    4.510345651160968e-05    7.678120231732738e-07    1.784467206734412e-02
    2.359862906192278e-03    1.282576163869408e+00    1.222855310144934e-04    4.388009562290564e-06    4.318740446589067e-04    7.801856148643073e-06    4.361250295510308e-05    1.034925341478692e-06    1.783971510596978e-02
    2.949535826711647e-03    1.603061065917264e+00    1.051930155501857e-04    6.819637216795268e-06    4.258783829638835e-04    9.008080747031754e-06    4.189562496810779e-05    1.056722665083225e-06    1.784320257445744e-02
